[nH]-1cc-c2cc3ncc4cc[SiH2]c4c3cc-12,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
c1Cc2c([SiH2]c-3c2-ncc2ccc4c[nH]cc4c-32)-c1,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
c1cc2[se]c3c([SiH2]c4ccc5c[SiH2]cc5c34)c2[se]1,"[1, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[nH]1-c-2c(Cc3c-2c2cscc2c2cc[se]c32)-cc1,"[1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
[nH]1-c2c(ccc3cc[SiH2]c23)-c2c1ccc1c[nH]cc21,"[2, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
c1[SiH2]c2c(-c1)[se]c1-c3c(-ncc21)ccc1cCcc31,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
c1cc2ncc-3c(Cc4ccc5c[SiH2]cc5c-34)c2[se]1,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
c1[SiH2]c-2c([SiH2]c3c-2c2cocc2c2ccccc32)-c1,"[2, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
c1[SiH2]c(cc1)-c1sc(-c2[SiH2]ccc2)c2sccc12,"[0, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
c1[SiH2]c(cc1)-c1sc(-c2nccs2)c2ccCc12,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
[nH]1-c-2c(-cc1)[o]-c-1c-2[s]-c2ccc3ccccc3c-12,"[2, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
c1cc2[SiH2]c-3c([s]-c4ccc5ccccc5c-34)-c2[se]1,"[2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
c1Cc2c(-c1)ccc1c3[SiH2]cc-c3c3nsnc3c21,"[2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
c1cc2[SiH2]c-3c(-[s]c4ccc5c[SiH2]cc5c-34)-c2[se]1,"[1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
c1[SiH2]c(cc1)-c1ccc([se]1)-c1scc2[nH]ccc12,"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
c1[SiH2]c2c(c1)c1nsnc1c1c2[se]c2cc[se]c12,"[1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[nH]-1cc-c2[se]c3c4-[o]cc-c4c4ccccc4c3c-12,"[2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[nH]1-c2cc[se]c2-c2-[s]c3ccc4ccccc4c3-c12,"[2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
c1cc2c3c[nH]cc3c3c4cnccc4sc3c2[se]1,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[nH]1-c2-c3[SiH2]c4ccc5ccccc5c4-c3-[s]c2-cc1,"[2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
c1c-c2ccc3c4[se]ccc4c4c[nH]cc4c3c2-[s]1,"[2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[nH]1-c2cc[se]c2-c2c3cCcc3c3ccncc3c12,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
c1[SiH2]c(cc1)-c1sc(-c2cccs2)c2[SiH2]ccc12,"[0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
c1ccc2c(ccc3c4ccccc4ncc23)c1,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
c1cnc2-c3Cc4ccc5cscc5c4-c3[SiH2]c2c1,"[1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
c1[SiH2]c-2c(-c1)[s]-c1c-2c2c[SiH2]cc2c2ccccc12,"[2, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[nH]1-c-2c([SiH2]c3ccc4cocc4c-23)-c2[SiH2]cc-c12,"[1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
c1cc2-[s]c3cc4ccc5c[SiH2]cc5c4cc3-c2o1,"[2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
c1cnc2c3Cc4ccc5c[nH]cc5c4-c3[se]c2c1,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
[nH]1c2cc[se]c2c2c1c1-[o]cc-c1c1ccccc21,"[2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
c1cc2-[s]c-3c(-[o]c4ccc5ccccc5c-34)-c2[se]1,"[2, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
c1[SiH2]c2c(c1)ccc1c3-[o]cc-c3c3c[SiH2]cc3c21,"[2, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[nH]1c2-cc[SiH2]c2c2c3c[SiH2]cc3c3cc[se]c3c12,"[1, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
c1[SiH2]c2-c3Cc4ccc5cCcc5c4-c3[s]-c2c1,"[1, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
[nH]1-c-2c([SiH2]c3c-2ncc2ccc4c[nH]cc4c32)-cc1,"[1, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
[nH]1-c2-c3Cc4ccc5cocc5c4-c3-ncc2-cc1,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
c-1ccn-c-2c-1n-c1c-2c2c[nH]cc2c2cc[se]c12,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
c1cc2cc3[se]c4ccc5c[SiH2]cc5c4c3cc2[se]1,"[2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[nH]1c2ccccc2c2[se]c3ccc4cscc4c3c12,"[2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
c1ccc(o1)-c1sc(-c2cccnc2)c2ccoc12,"[0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
c1Cc(cc1)-c1sc(-c2ncncn2)c2[nH]ccc12,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
[nH]1-c2-c3[SiH2]c4ccc5cCcc5c4-c3-ncc2-cc1,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[nH]1c-2c(-ncc3ccc4cscc4c-23)c2[se]ccc12,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
c1[SiH2]c2c3[SiH2]c4ccncc4-c3c3cscc3c2-c1,"[1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[nH]1ccc2cc3c4cscc4c4cc[se]c4c3cc12,"[2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
c1c-c2[SiH2]c3cc4ccc5c[nH]cc5c4cc3c2-[s]1,"[2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
c1c-c2[SiH2]c3c4-nccc-c4c4c[SiH2]cc4c3c2-[o]1,"[1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
c1cc2Cc-3c([SiH2]c4ccc5cCcc5c-34)c2[se]1,"[1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[nH]-1cc-c2ccc-3c(-[s]c4ccc5cscc5c-34)c-12,"[2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
c1[SiH2]c(cc1)-c1ccc(cc1)-c1scc2cc[se]c12,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[nH]1-c2c(-c3[se]ccc13)c1c[SiH2]cc1c1ccsc21,"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[nH]1-c2c([SiH2]c3ccncc23)-c2c1ccc1cscc21,"[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[nH]1-c2ccc3cocc3c2-c2[se]c3-cc[SiH2]c3c12,"[1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
[nH]1-c2ccc3cCcc3c2-c2-ncc3cc[se]c3-c12,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
c1sc(-c2ccc([se]2)-c2ccccn2)c2Cccc12,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
[nH]1c2-cc[SiH2]c2c2c3cscc3c3-ccCc3c12,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
c1c-c2[se]c-3c(-[s]c4ccc5cCcc5c-34)c2-nc1,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[nH]-1cc-c2[se]c-3c([SiH2]c4ccc5c[nH]cc5c-34)c-12,"[1, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
c1c-c2[s]-c3c(Cc4ccc5c[SiH2]cc5c34)-c2-nc1,"[1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
c1c-c2[SiH2]c-3c(Cc4ccc5c[SiH2]cc5c-34)-c2-nc1,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
[nH]1ccc2c3cocc3c3-c4cnccc4Cc3c12,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
c1Cc-2c([SiH2]c3c-2[se]c2ccc4c[SiH2]cc4c32)c1,"[1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
c1c-c2c(-[s]1)c1Cc3cc[se]c3-c1c1cCcc21,"[1, 1, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
c1Cc2c(-c1)c1cscc1c1c2[se]c2cccnc12,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0]"
c1cc2[SiH2]c-3c(-ncc4ccc5c[SiH2]cc5c-34)c2[se]1,"[1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
c1[SiH2]c2c3[SiH2]c4cc[se]c4c3c3cCcc3c2-c1,"[1, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
c1ncc(s1)-c1ccc(cc1)-c1scc2[se]ccc12,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
c1Cc-2c(Cc3c-2c2cCcc2c2cc[se]c32)-c1,"[1, 0, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
[nH]1c2-c3[se]ccc3[SiH2]c2c2c1ccc1cCcc21,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
c1cc2[s]-c3c(-c2[se]1)c1c[SiH2]cc1c1ccccc31,"[2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[nH]1c2cc[se]c2c2cnc3ccc4cscc4c3c12,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
c1Cc2c(c1)cnc1c2[se]c2ccc3cscc3c12,"[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
c1cc2ncc-3c([SiH2]c4ccc5cCcc5c-34)c2[se]1,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
c1[SiH2]c2c(c1)cnc1c2[se]c2ccc3cocc3c12,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
c1[SiH2]c2-c3Cc4ccc5c[nH]cc5c4-c3-[s]c2-c1,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
c1Cc2c(-c1)c1ccccc1c1c2[se]c2cc[se]c12,"[2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
c1ccc(o1)-c1[SiH2]c(cc1)-c1cccc2c[SiH2]cc12,"[1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
c1[SiH2]c2c(-c1)[se]c1c2ccc2ccc3c[SiH2]cc3c12,"[2, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
c1[SiH2]c2c3-[o]c4cc[se]c4-c3c3c[SiH2]cc3c2c1,"[1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
c1cc2Cc3c([se]c4ccc5c[nH]cc5c34)c2[se]1,"[1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
c1c-c2cn-c3c(sc4ccc5cCcc5c34)-c2-[s]1,"[1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
[SiH2]1cc2ccc3[se]c4-c5[SiH2]cc-c5n-c4c3c2c1,"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
c1Cc(cc1)-c1ncc(-c2ccco2)c2nsnc12,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
c1Cc2c3-[s]c4ccc5cscc5c4-c3[se]c2c1,"[1, 2, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
c1cc2cc3[SiH2]c4ccc5c[SiH2]cc5c4c3cc2[se]1,"[2, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
[nH]1c2-c3[SiH2]cc-c3Cc2c2c1ccc1cscc21,"[1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[nH]1-c2c([se]c3cc[nH]c23)-c2c1ccc1cscc21,"[1, 1, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
[nH]1-c2ccccc2-c2[se]c3ccc4cocc4c3c12,"[2, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
c1Cc2c3[SiH2]c4cc[se]c4c3c3cCcc3c2-c1,"[1, 0, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
c1c-c2cnc3c([se]c4ccc5cscc5c34)c2-[s]1,"[1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
c1c-c2c(-[o]1)c1Cc3ccncc3c1c1c[nH]cc21,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
[nH]1-c-2c(Cc3cccnc-23)-c2c1ccc1c[SiH2]cc21,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
c1[SiH2]c2c(-c1)oc1c3[se]ccc3c3c[SiH2]cc3c21,"[1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
c1cc2c3c[SiH2]cc3c-3c(Cc4cccnc-34)c2[se]1,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
[nH]1c2-c3ccccc3[s]-c2c2c1ccc1c[SiH2]cc21,"[2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Cn1cccc1-c1[SiH2]c(cc1)-c1scc2occc12,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
c1c-c2ccc3c(sc4ccc5c[SiH2]cc5c34)c2-[o]1,"[2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
c1cc2[o]-c3c(sc4ccc5c[SiH2]cc5c34)-c2[se]1,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
c1cc2c3cocc3c3c4ccccc4[se]c3c2o1,"[2, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
c1ccc([se]1)-c1sc(-c2ccccc2)c2ccsc12,"[1, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
c1cc2[SiH2]c3c(ccc4ccc5c[nH]cc5c34)c2[se]1,"[2, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
c1c-c2c(-[o]1)c1[SiH2]c3ccccc3c1c1cscc21,"[2, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
